,R,W_a_a,Subject,Electrode,Sample rate,Samples,Total Electrodes,Sessions,Number thresholded,W_a_all,W_a_w,W_w_a,W_w_all,W_w_w,Thresholded Electrodes,Total Time (hrs),Average Session Length (hrs),Proportion Thresholded,Experiment
454,[41.1  35.87 16.88],0.707113341326008,1,36,250.0,2807340,120,4.0,24,0.17233399738105626,0.5209378576928929,0.3912927110318385,0.06292886043943159,0.04785576043033981,96,3.119,0.78,0.2,RAM_FR1
455,[ 32.7  -15.95 -12.34],0.2328519121894397,1,18,250.0,2807340,120,4.0,24,0.2796404495127405,0.2440589212473949,-0.07858890568255572,-0.0677096409576713,-0.045313918656735286,96,3.119,0.78,0.2,RAM_FR1
456,[-54.69  15.57 -36.72],0.4732785819973871,3,19,250.0,5959750,86,5.0,43,0.16455071462148838,0.3548110942943532,0.03364931946942126,0.04088271176673193,0.002852809500891462,43,6.622,1.324,0.5,RAM_FR1
457,[-39.05   7.08 -37.71],0.13215682355187378,3,22,250.0,5959750,86,5.0,43,0.9252098615855752,0.741915915840548,0.23168393651917216,0.1894786848621172,0.19875717321892705,43,6.622,1.324,0.5,RAM_FR1
458,[-35.93  11.39 -37.82],0.751968236081371,3,14,250.0,5959750,86,5.0,43,0.7407772132164746,0.6001197585128542,0.11259890931257878,0.17505774687085301,0.22454545434416,43,6.622,1.324,0.5,RAM_FR1
459,[-58.45 -40.45 -50.26],0.14339039100349746,3,25,250.0,5959750,86,5.0,43,0.2992049940829462,0.08141175359206951,0.15570091249932028,0.145237150402145,0.3036667986235893,43,6.622,1.324,0.5,RAM_FR1
460,[-40.21 -28.05 -58.18],0.32750914717871793,3,40,250.0,5959750,86,5.0,43,0.3631949216376511,0.034064005752791664,0.2118436296306292,0.21171750319009128,0.2542569161341044,43,6.622,1.324,0.5,RAM_FR1
461,[-23.97 -40.22 -52.8 ],0.15226439745711548,3,38,250.0,5959750,86,5.0,43,0.4284016983887623,0.046024291735791915,0.17637958154929564,0.16904683199175924,0.19557461625845668,43,6.622,1.324,0.5,RAM_FR1
462,[-45.3    9.83 -37.29],0.3008808676289547,3,24,250.0,5959750,86,5.0,43,0.8287088030049135,0.7270779892552912,0.25491726998512915,0.2156963905314493,0.2219256910141902,43,6.622,1.324,0.5,RAM_FR1
463,[29.99 59.   -1.14],0.7825839355969877,1,43,250.0,2807340,120,4.0,24,0.8325789167542306,0.039459518987073935,0.03203306101019468,0.0954365666261617,0.031140140741541693,96,3.119,0.78,0.2,RAM_FR1
464,[-38.94 -16.73 -55.41],0.4197142911484453,3,35,250.0,5959750,86,5.0,43,0.4751684867951094,0.048448831561052765,0.20585814991753248,0.2359114555792057,0.23018472887190736,43,6.622,1.324,0.5,RAM_FR1
465,[-52.9    8.76 -34.44],0.09948021460146902,3,9,250.0,5959750,86,5.0,43,0.4406565222866281,0.2763860051409651,0.245524302570574,0.2369848387373177,0.1667598963137636,43,6.622,1.324,0.5,RAM_FR1
466,[-46.65 -64.22 -23.03],-0.0004040446916952234,3,27,250.0,5959750,86,5.0,43,0.19572053513792456,0.01906925621484951,0.17440527872313558,0.151192058153585,-0.0042222689827331895,43,6.622,1.324,0.5,RAM_FR1
467,[-48.35  11.55 -37.52],0.7390518017538388,3,17,250.0,5959750,86,5.0,43,0.8649450254248829,0.6912265684067308,0.2871084381427389,0.1293459668789441,0.13092100006291613,43,6.622,1.324,0.5,RAM_FR1
468,[-65.92   7.22 -30.86],0.7483018132656877,3,12,250.0,5959750,86,5.0,43,0.8490286949447464,0.18608537958907884,0.07634660401685765,0.07506170018432319,0.06989812481844694,43,6.622,1.324,0.5,RAM_FR1
469,[-46.92 -14.22 -50.39],0.3077179426386578,3,36,250.0,5959750,86,5.0,43,0.3128434268643308,0.16307923807325178,0.09091674924239293,0.12777899210436305,0.13196076990369332,43,6.622,1.324,0.5,RAM_FR1
470,[ 2.25 27.03 32.78],0.3282894836043499,1,47,250.0,2807340,120,4.0,24,0.2103468774101412,0.3819173539741345,-0.1737624041552128,0.04323944816216097,-0.02387548637624596,96,3.119,0.78,0.2,RAM_FR1
471,[33.35  6.93 23.22],0.379979975415808,1,54,250.0,2807340,120,4.0,24,0.11821912875524368,0.07216377929589468,-0.16637056534588646,0.05131769700097495,-0.004225330245190703,96,3.119,0.78,0.2,RAM_FR1
472,[ 38.21 -16.44 -10.64],0.13064260689629914,1,19,250.0,2807340,120,4.0,24,0.3144940417381734,0.4783394911308877,0.13670923999643622,-0.14156177137184378,-0.05024747652564267,96,3.119,0.78,0.2,RAM_FR1
473,[60.61 19.12  0.65],0.262419859901448,1,69,250.0,2807340,120,4.0,24,-0.09968571093148101,0.10637315937665832,-0.2005183487478945,0.1501221739064118,0.07182767431278772,96,3.119,0.78,0.2,RAM_FR1
474,[51.77 18.43  1.16],0.31357249747683663,1,67,250.0,2807340,120,4.0,24,0.3874111597002822,-0.013008263211016185,-0.13349482686624964,0.19312009130021,0.04586459261430092,96,3.119,0.78,0.2,RAM_FR1
475,[-68.58  -0.58 -22.26],0.6577983128753693,1,1,250.0,2807340,120,4.0,24,0.7571103278083666,0.11146580652343037,0.4511414037960222,0.5450112492596495,0.2565695761132931,96,3.119,0.78,0.2,RAM_FR1
476,[33.57 36.2   1.03],0.5736334954722355,1,81,250.0,2807340,120,4.0,24,0.3744246792553352,0.11206987565872747,0.251999432972875,0.16479819740743398,0.10842330320861132,96,3.119,0.78,0.2,RAM_FR1
477,[33.06 39.04  6.04],0.6289983648269594,1,82,250.0,2807340,120,4.0,24,0.13041693572473045,0.047084144653570435,0.11718720795964432,-0.03675191276183101,0.007997184113416376,96,3.119,0.78,0.2,RAM_FR1
478,[-49.51  34.69   0.71],0.0671049760472153,2,44,250.0,1410000,120,2.0,31,0.09873611481797276,0.4937480524516482,-0.030960731465903713,0.023697633870492257,0.11556901915392702,89,1.567,0.784,0.258,RAM_FR1
479,[-38.79  63.02  -7.98],0.09238609164683943,2,41,250.0,1410000,120,2.0,31,0.5740124489093416,0.7688342936172851,-0.08997206508312545,-0.05498182960578113,0.3950953984602626,89,1.567,0.784,0.258,RAM_FR1
480,[-46.52  44.36  -2.95],0.009590445415194885,2,43,250.0,1410000,120,2.0,31,0.09894605924187716,0.4745594963225705,0.05332155482370153,0.25478479870450554,0.2532729125170832,89,1.567,0.784,0.258,RAM_FR1
481,[-32.66  70.44  -8.79],0.11832749363569604,2,40,250.0,1410000,120,2.0,31,0.7002578996159194,0.7300590118502319,-0.0898898212816456,0.00024647583630792755,0.5060016295584064,89,1.567,0.784,0.258,RAM_FR1
482,[-23.13  75.34  -9.95],0.035394534800065686,2,39,250.0,1410000,120,2.0,31,0.7503339346709398,0.7657518357224277,0.05591901544308296,0.14813080120958722,0.5743214867633436,89,1.567,0.784,0.258,RAM_FR1
483,[ 2.72 24.6  16.2 ],0.07115103770298277,2,1,250.0,1410000,120,2.0,31,0.07987676374496573,0.2885994633180691,0.014889910253167238,0.031955305835542354,0.13061261022335185,89,1.567,0.784,0.258,RAM_FR1
484,[-0.94 -7.69 15.19],-0.03560638911247248,2,45,250.0,1410000,120,2.0,31,0.07649752567439226,0.3782557079026404,0.10567712615381827,0.11758646602117474,0.2497278232783938,89,1.567,0.784,0.258,RAM_FR1
485,[-43.11  54.94  -5.42],0.04053621128783537,2,42,250.0,1410000,120,2.0,31,0.5189540466118602,0.6393640643679906,-0.06599438646599573,0.017168713441938873,0.3995849129487528,89,1.567,0.784,0.258,RAM_FR1
486,[ 22.54 -41.61  49.94],0.1436776086923068,2,78,250.0,1410000,120,2.0,31,0.4639582492172564,0.7433824154474803,0.02396706013272711,0.048821143315162005,0.2201780918795537,89,1.567,0.784,0.258,RAM_FR1
487,[ 0.73 20.58 37.35],-0.007926494748890688,2,3,250.0,1410000,120,2.0,31,0.14090398948769287,0.4099191613122091,-0.02374969335925652,0.037000570255099466,0.19565937794252306,89,1.567,0.784,0.258,RAM_FR1
488,[ 6.62 26.29  5.89],0.018890052092670983,2,0,250.0,1410000,120,2.0,31,0.2137215917321633,0.5136909596813362,0.04152834054615125,0.04636890928751401,0.21971464257557807,89,1.567,0.784,0.258,RAM_FR1
489,[ 1.73 22.84 26.79],-0.008892076964778903,2,2,250.0,1410000,120,2.0,31,0.2293225136315513,0.4838328398703106,0.03721143503064631,0.05539233286469531,0.1400749780668782,89,1.567,0.784,0.258,RAM_FR1
490,[-0.4   1.41 33.72],0.06356862604741131,2,47,250.0,1410000,120,2.0,31,0.440554715318072,0.4435940840944155,0.0947822897464728,0.15009373663527842,0.3075350449263303,89,1.567,0.784,0.258,RAM_FR1
491,[-2.98  9.46 53.8 ],0.008234833936506309,2,49,250.0,1410000,120,2.0,31,0.468759900482448,0.6112133068842118,0.0478370874089067,0.20148472440670265,0.4297768853016564,89,1.567,0.784,0.258,RAM_FR1
492,[-1.22  4.68 43.76],0.4026600753461149,2,48,250.0,1410000,120,2.0,31,0.04446992520304582,0.5200301569983661,0.07092784436158947,0.22126468353983916,0.4005502362971649,89,1.567,0.784,0.258,RAM_FR1
493,[45.6  18.12  2.96],0.5835533479311916,1,66,250.0,2807340,120,4.0,24,0.0005951993469484213,0.04502345835126366,-0.2439537029559664,0.19480163802583694,-0.007848360340333491,96,3.119,0.78,0.2,RAM_FR1
494,[-18.65   1.05  56.9 ],0.8705831099833331,2,43,250.0,787250,120,1.0,1,0.5149966015558393,0.8776351052189915,0.819303017706504,0.3612666144176921,-0.1756851526904941,119,0.875,0.875,0.008,RAM_CatFR1
495,[-11.24   8.29  58.26],0.7707251544073442,2,44,250.0,787250,120,1.0,1,0.948027700466414,0.9653128431497012,0.8772470552588941,0.3941624752103096,0.019834684047734998,119,0.875,0.875,0.008,RAM_CatFR1
496,[-48.21   1.17 -22.13],0.4390948518162283,1,6,250.0,2807340,120,4.0,24,0.43189392929837256,0.17689392664556516,0.12762046004787653,0.12792709068615435,-0.09998355620874252,96,3.119,0.78,0.2,RAM_FR1
497,[48.12  7.42 26.4 ],-0.06919440427850422,1,59,250.0,2807340,120,4.0,24,0.7904086298635364,0.6794464750409841,0.2576527718435919,0.19920282819442411,0.07392488116527547,96,3.119,0.78,0.2,RAM_FR1
498,[ 0.3  -2.91 24.58],0.05662689788241555,2,46,250.0,1410000,120,2.0,31,0.2656316876394151,0.4022824747460811,0.06706490968789255,0.10286008312718126,0.2515312434245793,89,1.567,0.784,0.258,RAM_FR1
499,[ 32.52 -20.71  48.24],0.09765538524928033,2,88,250.0,1410000,120,2.0,31,0.26869832092523915,0.507663806329377,0.038016039594587166,0.004467857784038689,0.15088982254552755,89,1.567,0.784,0.258,RAM_FR1
500,[ 52.22  25.53 -24.5 ],0.09294435627058566,2,85,250.0,1410000,120,2.0,31,0.6166114666813267,0.6644318564974396,0.12871724985546626,0.2412900870058115,0.42564152002534733,89,1.567,0.784,0.258,RAM_FR1
501,[-4.76 51.79 41.73],0.9422769270152584,2,19,250.0,787250,120,1.0,1,0.6216614197812423,0.9319593025208628,0.3426806342082849,0.06872686278474986,-0.044162270934349664,119,0.875,0.875,0.008,RAM_CatFR1
502,[ 51.63  24.78 -35.43],0.16897286373026954,2,84,250.0,1410000,120,2.0,31,0.24647803168786944,0.6096760886503516,0.09880302849342357,0.2377415543668913,0.4332928968523385,89,1.567,0.784,0.258,RAM_FR1
503,[-30.68  45.36  34.04],0.0593082186459533,2,20,250.0,1410000,120,2.0,31,0.1103631931217686,0.5979610263356427,0.03699724167223546,0.06555187969133948,0.22423033651691496,89,1.567,0.784,0.258,RAM_FR1
504,[-5.48 42.91 47.34],0.9109768116351982,2,20,250.0,787250,120,1.0,1,0.8427790630088542,0.9103852392515416,-0.7058178447928751,0.05848195914526784,-0.1319873882760482,119,0.875,0.875,0.008,RAM_CatFR1
505,[-43.13  58.83  -3.99],0.16659885716335812,2,16,250.0,1410000,120,2.0,31,0.236546033654508,0.8495911259354391,0.04035980985761477,0.20893250033058075,0.3810883315788454,89,1.567,0.784,0.258,RAM_FR1
506,[42.03  9.12  1.62],0.4040915556038103,1,86,250.0,2807340,120,4.0,24,0.351124197064629,-0.05933980425056485,-0.08122185105547736,0.05754574203651343,0.0799273729853989,96,3.119,0.78,0.2,RAM_FR1
507,[53.14 21.44 -1.  ],0.1261198061501081,2,87,250.0,1410000,120,2.0,31,0.09125397386878903,0.5323894859410839,0.1316062351727063,0.3068451672526801,0.4560293838072295,89,1.567,0.784,0.258,RAM_FR1
508,[-4.07 17.21 57.27],0.11816093818994733,2,5,250.0,1410000,120,2.0,31,0.5242011046586229,0.5918913690760055,0.14069659561682182,0.14110176501158628,0.1639363732704333,89,1.567,0.784,0.258,RAM_FR1
509,[-3.93 75.84  6.29],0.042705698141752284,2,10,250.0,1410000,120,2.0,31,0.1185785988507152,0.6382431208750194,-0.010972741326893187,0.049387098135310364,0.16719688989596107,89,1.567,0.784,0.258,RAM_FR1
510,[34.61 54.37 23.91],0.5201688826277422,2,75,250.0,787250,120,1.0,1,0.9742034664046292,0.982370096385096,0.8939068214586566,0.07543120440434085,0.02784729739471067,119,0.875,0.875,0.008,RAM_CatFR1
511,[-38.48  42.98  27.6 ],0.12375017099112533,2,8,250.0,1410000,120,2.0,31,0.4324168581203106,0.5945387311892029,0.0157087567437722,0.07208449164069139,0.2936076961285068,89,1.567,0.784,0.258,RAM_FR1
512,[-0.26 18.82 47.94],-0.033224052616599865,2,4,250.0,1410000,120,2.0,31,-0.03188319644069604,0.31266500463241265,0.008815331345300874,0.034137378762800576,0.17840778915405553,89,1.567,0.784,0.258,RAM_FR1
513,[59.29 -8.19 20.53],-0.7713469352568766,2,83,250.0,787250,120,1.0,1,0.9486613936961036,0.9574586085078796,0.09385922959295168,0.16311994344516936,-0.05615287630015374,119,0.875,0.875,0.008,RAM_CatFR1
514,[-3.98 61.21 35.66],0.05874229265701199,2,7,250.0,1410000,120,2.0,31,0.22765680259382104,0.4917307709446001,-0.01775692854377574,0.08716376832481698,0.1838469939025091,89,1.567,0.784,0.258,RAM_FR1
515,[41.19 -1.12 44.31],0.9268171416486566,2,86,250.0,787250,120,1.0,1,0.9278566949355465,0.973957982396018,0.9007331390642392,0.031607712460469874,0.008472665291100483,119,0.875,0.875,0.008,RAM_CatFR1
516,[-42.18  57.03   7.15],0.09330737081097533,2,17,250.0,1410000,120,2.0,31,0.14435739309978274,0.8162452467162422,-0.0015435365222042825,0.05822298023221827,0.4082579456209845,89,1.567,0.784,0.258,RAM_FR1
517,[-4.   71.09 16.73],0.08911580706180053,2,11,250.0,1410000,120,2.0,31,0.3125165994302665,0.58492831339418,0.010837651132748044,0.060334616115782475,0.2420277671955753,89,1.567,0.784,0.258,RAM_FR1
518,[35.58 60.03 14.61],-0.10070301634204837,2,74,250.0,787250,120,1.0,1,0.12833527502474756,0.9729859202429472,0.9068875551376934,0.15352542897304872,-0.010771458185702763,119,0.875,0.875,0.008,RAM_CatFR1
519,[ 35.59  33.19 -12.81],0.25216209348105845,1,78,250.0,2807340,120,4.0,24,0.4512429030653299,0.1723805104568139,0.2010144616452933,0.1146225435475521,0.023610849638803888,96,3.119,0.78,0.2,RAM_FR1
520,[ 47.21  33.94 -14.63],0.8347810532945745,2,70,250.0,787250,120,1.0,1,0.08289503840879832,0.4815880052360249,0.8124751370664233,0.17337215061451738,-0.11645809574157877,119,0.875,0.875,0.008,RAM_CatFR1
521,[22.19 26.67 50.93],0.9381323931330584,2,79,250.0,787250,120,1.0,1,0.3321620103328713,0.8996979717086788,0.5138646251325252,0.07695983481820237,0.05402045457632597,119,0.875,0.875,0.008,RAM_CatFR1
522,[-47.13 -35.36  36.69],0.9201167013510392,2,38,250.0,787250,120,1.0,1,0.5395888631982879,0.8368471649142499,-0.08204895184763114,0.13495580453722944,0.011842772675272992,119,0.875,0.875,0.008,RAM_CatFR1
523,[ 32.    44.27 -23.03],0.8321971517576939,2,68,250.0,787250,120,1.0,1,0.27125029498468045,0.9449080489798012,-0.7856473896941262,0.05408156374527736,-0.051551889256305966,119,0.875,0.875,0.008,RAM_CatFR1
524,[22.56  4.66 51.68],0.40063543711445293,2,88,250.0,787250,120,1.0,1,0.8557180327303744,0.9486274708741692,0.8754473748819985,0.006051276939094634,0.022771555054871308,119,0.875,0.875,0.008,RAM_CatFR1
525,[-34.59  15.5   47.5 ],0.8897439056276986,2,34,250.0,787250,120,1.0,1,0.4312000976271659,0.9387919749312096,0.6174840628256341,0.3847565905884218,-0.06529384705077912,119,0.875,0.875,0.008,RAM_CatFR1
526,[-43.13  58.83  -3.99],0.9511080910437646,2,23,250.0,787250,120,1.0,1,0.9126081253637192,0.9791647518689812,0.8698721625683778,0.0826186352274256,0.0126522119760035,119,0.875,0.875,0.008,RAM_CatFR1
527,[-42.64 -28.43  43.14],0.94877476003348,2,39,250.0,787250,120,1.0,1,0.9508752778295594,0.975966301886398,0.891992593001139,0.3389964674005506,0.019307769677675075,119,0.875,0.875,0.008,RAM_CatFR1
528,[-24.63  15.05  50.99],0.931082614169622,2,35,250.0,787250,120,1.0,1,0.8149827530179368,0.9566791170880096,0.8723197417871008,0.3897296746079491,-0.03960827369237223,119,0.875,0.875,0.008,RAM_CatFR1
529,[-31.79 -13.81  51.86],0.8734976343424156,2,41,250.0,787250,120,1.0,1,0.8575914907489557,0.7123993089939286,-0.7969818895959434,0.3651965113961113,-0.11251725024393176,119,0.875,0.875,0.008,RAM_CatFR1
530,[ 22.54 -41.61  49.94],0.9266027538553158,2,100,250.0,787250,120,1.0,1,0.9669793219948618,0.9867430916899808,0.9252395752718332,0.11168071528125467,0.01823090764841373,119,0.875,0.875,0.008,RAM_CatFR1
531,[ 2.63  6.93 12.3 ],0.12479829305741726,2,50,250.0,1410000,120,2.0,31,0.4511374742172039,0.5217520923290546,0.05291042711572335,0.1235335352244822,0.3823616709705883,89,1.567,0.784,0.258,RAM_FR1
532,[ 23.85  49.44 -23.52],0.8531838358883559,2,67,250.0,787250,120,1.0,1,0.8618097910206423,0.9232019569774484,0.28759248961650435,0.061902938518180885,-0.05264412264742899,119,0.875,0.875,0.008,RAM_CatFR1
533,[26.17 -5.42 52.23],0.6883273783870064,2,95,250.0,787250,120,1.0,1,0.9856486132147304,0.9955635429757628,0.9398328746581956,0.0540177951454013,0.0374065054623411,119,0.875,0.875,0.008,RAM_CatFR1
534,[-16.14  15.61  54.88],0.9348883499543494,2,36,250.0,787250,120,1.0,1,0.7600773348117792,0.9619229594151608,0.8956201932842444,0.4477827020181946,-0.00367017618715424,119,0.875,0.875,0.008,RAM_CatFR1
535,[-51.53 -41.72  29.31],0.8993564176224464,2,37,250.0,787250,120,1.0,1,0.4642759474559366,0.935594595365758,0.7838144995812709,0.15086560631717935,-0.001877916242281949,119,0.875,0.875,0.008,RAM_CatFR1
536,[-37.49 -21.87  47.65],-0.09586439787948928,2,40,250.0,787250,120,1.0,1,0.6612074613610629,0.7047919972496477,-0.7975734065952081,0.29508272794320306,-0.07241800569786896,119,0.875,0.875,0.008,RAM_CatFR1
537,[ 52.22  25.53 -24.5 ],0.923518663253606,2,110,250.0,787250,120,1.0,1,0.7793235469533559,0.9187255164587688,0.8470818622324879,0.2044120287135968,-0.06596057690382633,119,0.875,0.875,0.008,RAM_CatFR1
538,[ 1.79 10.86 33.72],0.09473993970079732,2,52,250.0,1410000,120,2.0,31,0.27531213193190873,0.46270664269333295,0.07122426399872309,0.15631467695179105,0.3647135664195639,89,1.567,0.784,0.258,RAM_FR1
539,[-25.56  -5.72  55.62],0.8960707289274736,2,42,250.0,787250,120,1.0,1,0.8694913939956136,0.9161567999690104,0.8336969264187726,0.3792469681639816,-0.12739651140864253,119,0.875,0.875,0.008,RAM_CatFR1
540,[ 62.54 -11.52  10.74],0.8734138006177206,2,82,250.0,787250,120,1.0,1,0.8994552261786541,0.9048024249073132,0.13533588689659845,0.14017406602016422,-0.14842220400650505,119,0.875,0.875,0.008,RAM_CatFR1
541,[14.78 -1.42 54.81],0.7606293819018789,2,104,250.0,787250,120,1.0,1,0.9938743281910009,0.9959007847249806,0.8523250146184559,0.0001230219772470429,0.012454359351514769,119,0.875,0.875,0.008,RAM_CatFR1
542,[ 51.63  24.78 -35.43],0.7972721094097278,2,109,250.0,787250,120,1.0,1,0.8886685060613221,0.9158691127606498,0.5718541117116709,0.22231076082831944,-0.11819909662059574,119,0.875,0.875,0.008,RAM_CatFR1
543,[ 15.39  55.26 -26.15],0.8143378581721177,2,66,250.0,787250,120,1.0,1,0.396866168620011,0.8871100316274521,0.8098471550781094,0.4055515845622676,-0.15468385275108695,119,0.875,0.875,0.008,RAM_CatFR1
544,[ 17.12 -10.83  53.32],0.7497409791469352,2,103,250.0,787250,120,1.0,1,0.9606155621212066,0.988016227323692,-0.484416769443481,-0.009200528682817871,-0.004548702863003573,119,0.875,0.875,0.008,RAM_CatFR1
545,[ 18.7  -21.92  54.56],0.9104834059181084,2,102,250.0,787250,120,1.0,1,0.9787711220598354,0.994274323176484,-0.8520330257727304,0.033904725033323695,0.033117780636904515,119,0.875,0.875,0.008,RAM_CatFR1
546,[-51.53 -41.72  29.31],0.1553859992631524,2,30,250.0,1410000,120,2.0,31,0.15335368782379286,0.7136846723049196,0.2314853889383132,0.2526997020712796,0.6166056828163564,89,1.567,0.784,0.258,RAM_FR1
547,[ 45.38 -38.04  36.38],-0.5470112479873198,2,91,250.0,787250,120,1.0,1,0.7430938204182697,0.962700576579286,0.8125693245562094,0.1286091506016107,-0.027421051917547748,119,0.875,0.875,0.008,RAM_CatFR1
548,[-34.59  15.5   47.5 ],0.19501055807620427,2,27,250.0,1410000,120,2.0,31,0.20180101098314296,0.637851164629953,0.03968949834900862,0.08891427362796596,0.15858643565117306,89,1.567,0.784,0.258,RAM_FR1
549,[-16.14  15.61  54.88],0.011060665554136291,2,29,250.0,1410000,120,2.0,31,0.11529796175022408,0.8090148967510885,0.0699906764879883,0.27997467730471204,0.3883678401594462,89,1.567,0.784,0.258,RAM_FR1
550,[-1.22  4.68 43.76],0.9026357095910348,2,56,250.0,787250,120,1.0,1,0.4528150337641022,0.9603022310086088,0.9398288137221684,0.4774426017140741,0.01525552673127189,119,0.875,0.875,0.008,RAM_CatFR1
551,[-24.63  15.05  50.99],0.12261960131052277,2,28,250.0,1410000,120,2.0,31,0.15659219420592324,0.7965790473482057,0.010716032420900549,0.12404823276249125,0.29724509107510705,89,1.567,0.784,0.258,RAM_FR1
552,[ 41.65 -29.91  42.06],-0.4815785606197263,2,92,250.0,787250,120,1.0,1,0.781244554889842,0.9778190461019453,0.7646070944562183,0.10844332475456267,0.00321243724049153,119,0.875,0.875,0.008,RAM_CatFR1
553,[ 44.19  17.24 -54.76],0.8675613847899577,2,107,250.0,787250,120,1.0,1,0.8756094915331162,0.8979618199219702,0.8689010728298959,0.5457737255399397,-0.1496200913583985,119,0.875,0.875,0.008,RAM_CatFR1
554,[ 31.65   3.04 -55.3 ],0.5532923558062284,2,105,250.0,787250,120,1.0,1,0.8632270738865961,0.8924436235009823,0.8600610840028412,0.15147921513473322,-0.16267673978197464,119,0.875,0.875,0.008,RAM_CatFR1
555,[ 22.86 -50.15  43.88],0.15888135638936118,2,99,250.0,787250,120,1.0,1,0.8806958616030813,0.9119966345046978,-0.7608951046529316,0.1044595280185086,-0.1382844759852755,119,0.875,0.875,0.008,RAM_CatFR1
556,[ 22.23 -58.17  37.75],0.7883928253024888,2,98,250.0,787250,120,1.0,1,0.9260518390337402,0.943366978540042,-0.4634603085284557,0.1467600114526451,-0.061814049802795736,119,0.875,0.875,0.008,RAM_CatFR1
557,[20.18  2.41 55.68],-0.4037221236191928,2,96,250.0,787250,120,1.0,1,0.4301783655710951,0.6307135789551763,0.49256178609977797,-0.270934181299617,-0.377427240504847,119,0.875,0.875,0.008,RAM_CatFR1
558,[ 32.    44.27 -23.03],-0.006306348564353725,2,58,250.0,1410000,120,2.0,31,0.28958966313041423,0.2541854775880065,-0.05660570188018357,-0.037351173027131215,-0.007926571893062314,89,1.567,0.784,0.258,RAM_FR1
559,[ 36.56 -21.67  46.61],0.7103550224331318,2,93,250.0,787250,120,1.0,1,0.7246022493749519,0.9877893145279529,0.1899137751138232,-0.002741129661320661,0.02263858332707856,119,0.875,0.875,0.008,RAM_CatFR1
560,[ 31.54 -13.85  50.16],0.738137154101619,2,94,250.0,787250,120,1.0,1,0.9824081568711256,0.9953971537715102,-0.4110278905089162,0.04297666625225157,0.04557046666689588,119,0.875,0.875,0.008,RAM_CatFR1
561,[-39.13  54.31  16.12],0.9295003300443154,2,25,250.0,787250,120,1.0,1,0.11378444087380732,0.330731129134065,0.9280915325654536,0.09008657669070508,-0.02478934759077869,119,0.875,0.875,0.008,RAM_CatFR1
562,[ 7.36 13.23 54.21],0.05960571390881238,2,54,250.0,1410000,120,2.0,31,0.0851868154483843,0.4713735555295908,0.050521347019982614,0.03328384922612719,0.00768036174439398,89,1.567,0.784,0.258,RAM_FR1
563,[ 20.56 -31.33  53.02],0.4501128128196157,2,101,250.0,787250,120,1.0,1,0.9460251242780076,0.9829397694412196,0.9104697035539993,0.046630312607303936,0.008382234169946389,119,0.875,0.875,0.008,RAM_CatFR1
564,[ 22.75 -66.07  29.78],0.7581700992615616,2,97,250.0,787250,120,1.0,1,0.7323270926823006,0.9063016767833578,-0.5554633991593926,0.040554721947282484,0.14618558392416364,119,0.875,0.875,0.008,RAM_CatFR1
565,[32.67  7.57 68.07],0.8789372119060186,1,87,250.0,2807340,120,4.0,24,0.7717993729682262,0.7358408231842611,0.08021665962430691,0.1624449654313757,0.021570249852722618,96,3.119,0.78,0.2,RAM_FR1
566,[19.22 59.06 -7.99],0.6512474839241831,1,41,250.0,2807340,120,4.0,24,0.4291327419575112,0.22180529930924134,0.14608069527302606,0.09645692906386708,0.017030770161875104,96,3.119,0.78,0.2,RAM_FR1
567,[ 65.68 -26.2   23.05],0.6370994402132344,1,71,250.0,2807340,120,4.0,24,0.4972263710079999,0.06390992142280115,-0.019988132093239096,0.08476630550171768,0.07082549479172348,96,3.119,0.78,0.2,RAM_FR1
568,[38.36 35.62 16.71],0.6606382350353732,1,35,250.0,2807340,120,4.0,24,0.1955861209504504,0.7540743090890567,0.40575998746545183,0.04310600319966473,0.011386357328576829,96,3.119,0.78,0.2,RAM_FR1
569,[ 2.57 65.05 29.27],0.028259873283364944,2,6,250.0,1410000,120,2.0,31,0.5828144089338104,0.6215766135425981,-0.08837900820889287,-0.0382406929107011,0.2422647041838746,89,1.567,0.784,0.258,RAM_FR1
570,[-56.21  10.56  25.11],-0.024418781013471516,2,24,250.0,1410000,120,2.0,31,0.08856521531165587,0.5252337123976745,0.04429517108474006,-0.09380852647040952,0.00759351753755855,89,1.567,0.784,0.258,RAM_FR1
571,[-50.66  12.74  34.75],0.029494435368554263,2,25,250.0,1410000,120,2.0,31,-0.01096274422484677,0.6472717552135585,-0.1155304053822579,-0.04918406157352833,0.1865876099550112,89,1.567,0.784,0.258,RAM_FR1
572,[-42.64 -28.43  43.14],0.031028342516469267,2,32,250.0,1410000,120,2.0,31,0.3251848566231373,0.719919186171952,0.1577774610476594,0.17354705920981595,0.6219852369657455,89,1.567,0.784,0.258,RAM_FR1
573,[55.57 -5.35 30.21],0.3955626280711608,2,69,250.0,1410000,120,2.0,31,0.4211125165431775,0.5688247496326542,-0.0009368913826719176,0.042872274640096415,0.3496245195486294,89,1.567,0.784,0.258,RAM_FR1
574,[59.29 -8.19 20.53],0.07552124673000861,2,68,250.0,1410000,120,2.0,31,0.3253792346792835,0.5110566332860185,0.07340485999243132,0.08961758441394392,0.39959220039363214,89,1.567,0.784,0.258,RAM_FR1
