,R,W_a_a,Subject,Electrode,Sample rate,Samples,Total Electrodes,Sessions,Number thresholded,W_a_all,W_a_w,W_w_a,W_w_all,W_w_w,Thresholded Electrodes,Total Time (hrs),Average Session Length (hrs),Proportion Thresholded,Experiment
122,[60.14  7.66 29.42],0.7943947977061524,1,55,250.0,2807340,120,4.0,24,0.6584457263348744,0.09154989393861124,0.1891481216386626,0.15704981917001254,0.07494950062783846,96,3.119,0.78,0.2,RAM_FR1
123,[36.86 26.79 39.64],0.6231664653649598,1,52,250.0,2807340,120,4.0,24,0.7741163783510715,0.3556013303179649,-0.22958756201323866,0.10106261017539672,0.0028786052629454465,96,3.119,0.78,0.2,RAM_FR1
124,[39.32  7.6  24.66],0.514184992000454,1,57,250.0,2807340,120,4.0,24,0.1109528717319273,0.28327339236087895,-0.07788630552105605,0.21288078892767448,0.04063404122140928,96,3.119,0.78,0.2,RAM_FR1
125,[42.09  6.87 26.05],0.2368715025513049,1,58,250.0,2807340,120,4.0,24,0.3262525289302664,0.10513927492237712,-0.10787358657964832,-0.019502028709220083,-0.011720386219245888,96,3.119,0.78,0.2,RAM_FR1
126,[46.76 26.72 41.45],0.5666192688977412,1,48,250.0,2807340,120,4.0,24,0.3525661121222953,0.11121763381211833,0.1799731233028481,-0.08340324129329765,0.10774955272422687,96,3.119,0.78,0.2,RAM_FR1
127,[36.03  7.3  24.46],0.6655985524890629,1,56,250.0,2807340,120,4.0,24,-0.12416989520468905,0.32614968528821664,-0.28191585831658456,0.05706713842059385,0.0561350967880805,96,3.119,0.78,0.2,RAM_FR1
128,[ 6.73 26.32 33.19],0.5942686041520292,1,49,250.0,2807340,120,4.0,24,0.6016996648978,0.21862544531386288,0.16517695675038352,0.2227999173560922,0.04672589375502165,96,3.119,0.78,0.2,RAM_FR1
129,[54.18  6.98 27.98],0.6189482244806259,1,61,250.0,2807340,120,4.0,24,0.22101254198880427,0.4415361556044535,0.3748339344126083,0.10998235740864362,0.1207175273779012,96,3.119,0.78,0.2,RAM_FR1
130,[-63.64  -0.13 -21.94],0.4868242273048944,1,9,250.0,2807340,120,4.0,24,0.6699994132525429,0.6101145617262271,0.3096235072205373,-0.053849673278129534,0.2586654334410164,96,3.119,0.78,0.2,RAM_FR1
131,[41.89 26.14 40.08],0.4147189370813671,1,53,250.0,2807340,120,4.0,24,0.5136776639860833,0.09885628734059576,0.21707878004893116,0.10250697889070742,0.036927126874185534,96,3.119,0.78,0.2,RAM_FR1
132,[16.68 25.68 35.07],0.2335382044245176,1,50,250.0,2807340,120,4.0,24,0.5423314290271429,0.029363383256277988,-0.05773681909624075,0.061570596930245164,-0.005663679106659338,96,3.119,0.78,0.2,RAM_FR1
133,[ 55.48 -19.64  -6.46],0.5980851334432373,1,22,250.0,2807340,120,4.0,24,0.5518907401583497,0.0657970542476908,0.24687514393453364,0.20952420801357127,0.06836835553240236,96,3.119,0.78,0.2,RAM_FR1
134,[51.43 60.99 10.09],0.3427447502797152,1,39,250.0,2807340,120,4.0,24,-0.10651830311659104,0.7442022794269096,-0.1487924755601054,6.750772798298198e-05,-0.020323793529442892,96,3.119,0.78,0.2,RAM_FR1
135,[ 61.55 -20.08  -4.74],0.6626728708281292,1,23,250.0,2807340,120,4.0,24,0.5910477949269444,0.16165123966205994,0.07081293496026016,0.02838190131517668,0.0751379242758286,96,3.119,0.78,0.2,RAM_FR1
136,[ 67.7  -21.63  -2.85],0.625264373851806,1,24,250.0,2807340,120,4.0,24,0.21637964435620866,0.7252439000579047,-0.06708524804683984,0.07078029390103517,-0.016983660984595292,96,3.119,0.78,0.2,RAM_FR1
137,[53.23 36.86 16.52],0.5331303131144636,1,38,250.0,2807340,120,4.0,24,0.47637844061024703,0.07193626372181633,0.2487549596237756,-0.006327336400736082,-0.08422377806078174,96,3.119,0.78,0.2,RAM_FR1
138,[-57.16   8.17 -32.88],0.8275732503959575,3,10,250.0,5959750,86,5.0,43,0.8101672955086632,0.4116209999366352,0.0352315916342263,0.03909620992590798,-0.01525087425238244,43,6.622,1.324,0.5,RAM_FR1
139,[-55.94 -47.14 -30.2 ],0.2089489662785808,3,28,250.0,5959750,86,5.0,43,0.34843953616911777,0.0969528485432298,0.11257063786752808,0.06425961299957535,0.1475510562333824,43,6.622,1.324,0.5,RAM_FR1
140,[ 31.35  22.23 -32.06],0.5865195225470121,1,25,250.0,2807340,120,4.0,24,0.6953251918260377,0.5149712453563579,0.19301455101024212,0.3317185872744326,0.09336484054381856,96,3.119,0.78,0.2,RAM_FR1
141,[32.26 35.18 17.43],0.40759559386646005,1,32,250.0,2807340,120,4.0,24,0.025832095317175667,0.3237911833173168,0.15876317072519733,0.11275910357372253,0.02519808867756054,96,3.119,0.78,0.2,RAM_FR1
142,[-63.44   7.7  -32.34],0.7465357964053692,3,11,250.0,5959750,86,5.0,43,0.7070691757870601,0.4755165270913786,0.1298468093615164,0.1647447723603808,0.15024212065840314,43,6.622,1.324,0.5,RAM_FR1
143,[ 13.31  58.27 -10.74],0.5540632247033436,1,40,250.0,2807340,120,4.0,24,-0.1166269489631221,0.12491408926676463,0.14010196843450687,0.14086842459451154,0.07190600386680499,96,3.119,0.78,0.2,RAM_FR1
144,[35.   35.43 17.6 ],0.6151613009444439,1,34,250.0,2807340,120,4.0,24,0.543885058127885,0.6997676993181202,-0.2222110037205285,0.06170800040469121,0.046223301970124184,96,3.119,0.78,0.2,RAM_FR1
145,[-51.42  13.68 -37.62],0.8029424320622459,3,18,250.0,5959750,86,5.0,43,0.7849074982199041,0.5766936726823639,0.195284124489642,0.15001320308601654,0.18697938499368333,43,6.622,1.324,0.5,RAM_FR1
146,[ 50.01  29.25 -29.18],0.5170361895124376,1,30,250.0,2807340,120,4.0,24,0.491613370158753,0.1811721412074465,0.20294843598057932,0.06207851717048277,0.13434918492006973,96,3.119,0.78,0.2,RAM_FR1
147,[-32.22   1.52 -20.94],0.1606592281148549,1,3,250.0,2807340,120,4.0,24,0.40330767159675107,0.3612576462881008,0.02684222115453868,0.03444024943390708,-0.013643671249244718,96,3.119,0.78,0.2,RAM_FR1
148,[-43.28   1.62 -21.81],0.3636127090634982,1,5,250.0,2807340,120,4.0,24,0.10343692475783063,0.07470573099853599,0.02266879818019519,0.14272927375085254,0.19816390990331836,96,3.119,0.78,0.2,RAM_FR1
149,[-32.52  12.   -39.6 ],0.01563802710415169,3,13,250.0,5959750,86,5.0,43,0.8901256662728609,0.593798639572057,0.029444689970295094,0.13570390391430145,0.1936817593386904,43,6.622,1.324,0.5,RAM_FR1
150,[34.8  59.7   1.53],0.776545451989633,1,44,250.0,2807340,120,4.0,24,0.6989925457877201,-0.041750314308630236,-0.060241866760010414,-0.05831152591719847,-0.028742427918163106,96,3.119,0.78,0.2,RAM_FR1
151,[-42.1    8.8  -37.94],0.6648132861182204,3,23,250.0,5959750,86,5.0,43,0.8444634413521529,-0.4352075959398918,0.2273336135826081,0.14627962166168246,0.17940646435017554,43,6.622,1.324,0.5,RAM_FR1
152,[24.11 58.64 -5.16],0.6843725627369232,1,42,250.0,2807340,120,4.0,24,0.4645858674390642,0.5762868091221252,0.1612266978737748,0.2424462899256448,0.15313792993240302,96,3.119,0.78,0.2,RAM_FR1
153,[-50.47  -8.61 -47.83],0.1736865299029473,3,31,250.0,5959750,86,5.0,43,0.1589133938806477,0.062197310687476075,0.0741161878911686,0.08143118460699797,0.08699843757484355,43,6.622,1.324,0.5,RAM_FR1
154,[-25.25 -82.4  -12.01],0.006345741858137399,3,26,250.0,5959750,86,5.0,43,0.2532972265872793,-0.00944729369417496,0.226567831555448,0.18643301629740705,0.10788789902085556,43,6.622,1.324,0.5,RAM_FR1
155,[-58.01 -26.85 -35.65],0.10698761887821392,3,29,250.0,5959750,86,5.0,43,0.24489725553168884,0.07530307895728817,0.18898069281771374,0.14117460919850994,0.04614434872838174,43,6.622,1.324,0.5,RAM_FR1
156,[-30.6  -22.71 -55.19],0.5888103171812542,3,34,250.0,5959750,86,5.0,43,0.6625599451386741,0.050956066594025885,0.1821406491552662,0.2834160168925648,0.30361804539417797,43,6.622,1.324,0.5,RAM_FR1
157,[-29.72   2.21 -38.01],0.18825961169612,3,20,250.0,5959750,86,5.0,43,0.18180473886851264,0.012613538236214606,0.043237083270143514,0.0450337698233581,0.05026829164841928,43,6.622,1.324,0.5,RAM_FR1
158,[-22.93 -28.66 -51.16],0.2752406826750127,3,33,250.0,5959750,86,5.0,43,0.4759345572227082,0.0329358814674683,0.3157882867949273,0.1736377631260154,0.18911899594515685,43,6.622,1.324,0.5,RAM_FR1
159,[-42.77  -4.2  -51.29],0.035227291327925535,3,30,250.0,5959750,86,5.0,43,-0.07152795617712783,-0.21535574189619108,0.224147146232792,0.14441712553036726,0.1822609845158216,43,6.622,1.324,0.5,RAM_FR1
160,[-16.91 -35.11 -45.43],0.411156653365821,3,32,250.0,5959750,86,5.0,43,0.4807028067337193,-0.01313837200190405,0.3014278121586114,0.1098101323022129,0.09608831120945577,43,6.622,1.324,0.5,RAM_FR1
161,[-39.87  10.31 -38.03],0.4102560376236993,3,15,250.0,5959750,86,5.0,43,0.8826308893990108,0.3923977646968533,0.15564731826524975,0.18341847902922373,0.21236623357879547,43,6.622,1.324,0.5,RAM_FR1
162,[-32.61  17.34 -39.07],0.3538432993445606,3,6,250.0,5959750,86,5.0,43,0.7580025009040288,0.6522848903566822,0.2180436044386929,0.17820542177823148,0.24384447209225635,43,6.622,1.324,0.5,RAM_FR1
163,[-46.33   9.59 -36.49],0.7402729556796643,3,8,250.0,5959750,86,5.0,43,0.8066831103107822,-0.38363135046585406,0.2945664662342933,0.17837072078169736,0.19726217579054725,43,6.622,1.324,0.5,RAM_FR1
164,[-18.78  15.81 -34.91],0.4622001181759429,3,5,250.0,5959750,86,5.0,43,0.7010319854002449,0.222165566591588,0.060128579670425175,0.06731938826277654,0.06315655518020356,43,6.622,1.324,0.5,RAM_FR1
165,[-39.4   18.2  -40.52],0.20640173575435367,3,7,250.0,5959750,86,5.0,43,0.8214299822920458,0.9043232234672932,0.3478420017796389,0.2104344351854474,0.18285905908092606,43,6.622,1.324,0.5,RAM_FR1
166,[19.73 33.4  27.76],0.33188064676748924,0,59,250.0,945000,104,2.0,24,0.9144328604751152,0.902174488122993,0.9148344121430568,0.21254502331891587,0.24548921680323346,80,1.05,0.525,0.231,RAM_CatFR1
167,[18.74 37.94 16.1 ],0.033263422187580306,0,57,250.0,945000,104,2.0,24,0.8466260141252283,0.9482321016678518,0.6407219899023454,0.11843370568312656,0.1468881233797552,80,1.05,0.525,0.231,RAM_CatFR1
168,[-36.69 -53.78   5.27],0.7707606672422945,0,33,250.0,945000,104,2.0,24,0.9186785101060768,0.8632606473319105,0.20270708233011725,0.11479243641941585,0.29681107657072925,80,1.05,0.525,0.231,RAM_CatFR1
169,[-62.46   7.29 -11.31],0.10880457047699267,0,35,250.0,945000,104,2.0,24,0.5950044311673531,0.5096147842223094,0.0161856327685195,0.1488335732139972,0.08545179767403,80,1.05,0.525,0.231,RAM_CatFR1
170,[-55.66  13.37 -15.95],0.3408726193140841,0,34,250.0,945000,104,2.0,24,0.403741188419805,0.4774970094390938,0.24018622212745824,0.18102723367658055,0.19950904677148568,80,1.05,0.525,0.231,RAM_CatFR1
171,[-61.62  -2.9   32.75],0.10350183231881616,0,6,250.0,945000,104,2.0,24,0.6480833070052967,0.4971924162647836,0.22387211740055374,0.10659118474734733,0.16214374357577038,80,1.05,0.525,0.231,RAM_CatFR1
172,[-68.12   2.17  -4.06],0.09661061413815752,0,36,250.0,945000,104,2.0,24,0.477408344335416,0.5154649753431629,0.057250177317144164,0.2243803444996559,0.20643279167856105,80,1.05,0.525,0.231,RAM_CatFR1
173,[-57.67   6.22  38.01],0.3545352016695778,0,5,250.0,945000,104,2.0,24,0.6256569952888412,0.739080871394306,0.1923434703151755,0.0652100527426023,0.1195843099281288,80,1.05,0.525,0.231,RAM_CatFR1
174,[-9.22 43.92 18.07],-0.19665257881314016,0,12,250.0,945000,104,2.0,24,0.7077914084190721,0.8433293479419933,0.3212310181287283,0.03100616409268639,0.18652666634824214,80,1.05,0.525,0.231,RAM_CatFR1
175,[21.26 24.9  46.47],0.198432587514161,0,62,250.0,945000,104,2.0,24,0.9064723599391616,0.9337023706027354,0.8352449152646156,0.2602104120552497,0.22129044937193787,80,1.05,0.525,0.231,RAM_CatFR1
176,[20.12 30.99 32.64],0.13281421108446415,0,60,250.0,945000,104,2.0,24,0.8114121909728781,0.7859921069836601,0.9182661198610006,0.18909327462933784,0.2651039842302374,80,1.05,0.525,0.231,RAM_CatFR1
177,[24.54 13.72 74.86],0.6378436137190661,0,56,250.0,945000,104,2.0,24,0.8547771177409528,0.6841270946782358,0.2929543476874877,0.22399825003486493,0.21981790864352327,80,1.05,0.525,0.231,RAM_CatFR1
178,[-12.3   21.46  70.42],0.4808710058823549,0,13,250.0,945000,104,2.0,24,0.9218926196184118,0.9655287222662368,0.4284365848990213,0.1336456533025783,0.2646762291032104,80,1.05,0.525,0.231,RAM_CatFR1
179,[23.94 15.85 68.07],0.6910036333572908,0,55,250.0,945000,104,2.0,24,0.9534120654980688,0.8519245542115068,0.32860897806633155,0.2823830927495914,0.1834086109774209,80,1.05,0.525,0.231,RAM_CatFR1
180,[19.33 35.81 22.88],0.24446223078056975,0,58,250.0,945000,104,2.0,24,0.913007242931296,0.9424855819791444,0.888438360334396,0.2157563522730632,0.23478985877424746,80,1.05,0.525,0.231,RAM_CatFR1
181,[-68.4   -7.51  27.9 ],0.6258184725643856,0,7,250.0,945000,104,2.0,24,0.7658731318087739,0.7814505152679547,0.2584353395932876,0.15827863339346182,0.2448847029407921,80,1.05,0.525,0.231,RAM_CatFR1
182,[-69.62  -7.7   15.87],0.5858288404156641,0,38,250.0,945000,104,2.0,24,0.5577007687028772,0.708377106048026,-0.025589474211894257,0.07963887407133985,0.080251555651714,80,1.05,0.525,0.231,RAM_CatFR1
183,[-11.17  31.11  47.29],0.5466618397260837,0,20,250.0,945000,104,2.0,24,0.9224543056584944,0.94245783427935,0.44312652626231996,0.21641105999365748,0.4251525578555313,80,1.05,0.525,0.231,RAM_CatFR1
184,[-71.92 -11.61  24.9 ],0.18586733577124304,0,39,250.0,945000,104,2.0,24,0.4684177492481785,0.5416992507177725,0.05933495900948561,0.21365440835415808,0.1309794125722307,80,1.05,0.525,0.231,RAM_CatFR1
185,[-31.37  24.81  18.26],0.13032431537404832,0,8,250.0,945000,104,2.0,24,0.16150955852365265,0.2719451242319135,-0.005785074424060999,0.17635000781438956,0.1444682898596042,80,1.05,0.525,0.231,RAM_CatFR1
186,[37.65 -6.05 78.45],0.15225683504971513,0,41,250.0,945000,104,2.0,24,0.20726935576845024,0.2416592175473617,-0.10511738237239814,-0.07361905755727903,-0.08321650898190022,80,1.05,0.525,0.231,RAM_CatFR1
187,[-12.77  19.09  75.4 ],0.17532174270773265,0,14,250.0,945000,104,2.0,24,0.7624651101824392,0.9221534000808228,0.05115534168529341,0.32757451896945616,0.3035739754966511,80,1.05,0.525,0.231,RAM_CatFR1
188,[ 55.02 -14.66  54.71],0.2991417658702937,0,44,250.0,945000,104,2.0,24,0.5620371274742639,0.5980516317210706,-0.17067783227693714,0.037131945516239065,0.034034688351830364,80,1.05,0.525,0.231,RAM_CatFR1
189,[-75.91 -13.62  33.88],0.584193042707023,0,40,250.0,945000,104,2.0,24,0.6869011921502084,0.7101954454233541,-0.026650623617890272,0.003099658657228129,0.09649400311790356,80,1.05,0.525,0.231,RAM_CatFR1
190,[-69.58  -3.27   5.74],0.1323698593167386,0,37,250.0,945000,104,2.0,24,0.5258362264331441,0.3252055932039541,-0.05530712646062288,0.21789706442461232,0.22783657863234105,80,1.05,0.525,0.231,RAM_CatFR1
191,[ 59.75 -21.77  34.94],0.2124574085731282,0,46,250.0,945000,104,2.0,24,0.5021682900696721,0.4804058041442778,0.14694068211419567,0.1939758847313278,0.2025619557367684,80,1.05,0.525,0.231,RAM_CatFR1
192,[-29.4   11.8   21.34],0.8471611530723703,0,10,250.0,945000,104,2.0,24,0.9500973959290648,0.9207178356570755,-0.009692423712076077,0.19602555029801594,0.2879900729970097,80,1.05,0.525,0.231,RAM_CatFR1
193,[-30.63  18.14  19.69],0.6108575827501586,0,9,250.0,945000,104,2.0,24,0.8950197862865064,0.2388960048018218,-0.19029161562442806,0.09341999881159553,0.18187883382132328,80,1.05,0.525,0.231,RAM_CatFR1
194,[ 57.8  -18.41  44.63],0.4233430585580147,0,45,250.0,945000,104,2.0,24,0.520441219811106,0.5514863382414843,0.12944172170234575,0.06882273605408372,0.06252679067317385,80,1.05,0.525,0.231,RAM_CatFR1
195,[ 63.04 -24.82  25.37],0.4615075063335982,0,47,250.0,945000,104,2.0,24,0.34043300249899056,0.3141760659175599,0.1916520549834604,0.20361073171334435,0.19268081573579976,80,1.05,0.525,0.231,RAM_CatFR1
196,[44.75 -9.04 72.03],0.4448051006728711,0,42,250.0,945000,104,2.0,24,0.7819783942324391,0.7211896726918825,-0.10822873367635748,-0.006082159785126221,-0.04630747556830838,80,1.05,0.525,0.231,RAM_CatFR1
197,[-29.47   5.52  23.14],0.6608888221061399,0,11,250.0,945000,104,2.0,24,0.8304062943165859,0.9191138462216876,-0.08056980136985634,0.2692835933126955,0.3409929768801623,80,1.05,0.525,0.231,RAM_CatFR1
198,[23.03 19.62 57.47],0.21805438760448867,0,64,250.0,945000,104,2.0,24,0.9395292882423456,0.9385145101214338,0.06764747039807405,0.29239270543292384,0.2440329593641784,80,1.05,0.525,0.231,RAM_CatFR1
199,[24.2  -5.4  -4.07],0.2605319200184131,0,68,250.0,945000,104,2.0,24,0.6588324487343442,0.7686802847688715,0.2375969025437095,-0.0805861731530185,0.1942559425726222,80,1.05,0.525,0.231,RAM_CatFR1
200,[22.56 22.8  51.52],0.6270286391609681,0,63,250.0,945000,104,2.0,24,0.8947535063235977,0.9542867716839408,0.9547647729164124,0.28864304557327136,0.2393669176182332,80,1.05,0.525,0.231,RAM_CatFR1
201,[ 50.83 -11.93  64.09],0.3960984284599345,0,43,250.0,945000,104,2.0,24,0.6155860670249493,0.6882191046055464,-0.13353269531331866,-0.02485678798056042,0.009353399560921814,80,1.05,0.525,0.231,RAM_CatFR1
202,[20.8  28.08 40.51],0.2982990947854061,0,61,250.0,945000,104,2.0,24,0.8832004043370456,0.8350045029577985,0.6511001633710253,0.2509909353856654,0.215767262955925,80,1.05,0.525,0.231,RAM_CatFR1
203,[-11.05  26.61  59.06],0.4225434414692657,0,22,250.0,945000,104,2.0,24,0.9611253394399362,0.9426985701943026,0.7882205382171494,0.2910283847652111,0.36116458332575546,80,1.05,0.525,0.231,RAM_CatFR1
204,[-10.12  41.55  23.09],0.18962249206895584,0,16,250.0,945000,104,2.0,24,0.6858464203664361,0.9698938927081416,-0.006665079853751288,0.42948875786481894,0.310082118646337,80,1.05,0.525,0.231,RAM_CatFR1
205,[-10.    37.05  34.85],0.2333921748197917,0,18,250.0,945000,104,2.0,24,0.23815935080201345,0.1231781652070971,0.4898040974291054,0.274573645529813,0.34408468248106777,80,1.05,0.525,0.231,RAM_CatFR1
206,[37.34 16.86  9.63],0.008934610806765992,0,49,250.0,945000,104,2.0,24,0.5508624008340087,0.680918982854835,-0.3194421017720503,0.18716245362212305,0.02047653729231326,80,1.05,0.525,0.231,RAM_CatFR1
207,[35.47 11.43 10.55],-0.01683197146783847,0,52,250.0,945000,104,2.0,24,0.635975093970999,0.6657185513919327,-0.2222307081895432,0.07555302949492829,0.14170609131289116,80,1.05,0.525,0.231,RAM_CatFR1
208,[ 23.09 -68.82  10.49],0.8291013640561486,0,65,250.0,945000,104,2.0,24,0.8181251096603397,0.9199903111770229,0.2513858316487677,0.35166665672451075,0.32598736828492864,80,1.05,0.525,0.231,RAM_CatFR1
209,[ 26.14 -41.98  21.51],0.6647407681326674,0,50,250.0,945000,104,2.0,24,0.829323904311568,0.8936215470457174,0.27288030574608146,0.05217817550259695,0.1639743871124306,80,1.05,0.525,0.231,RAM_CatFR1
210,[-11.57  27.97  53.35],0.7579613825022155,0,21,250.0,945000,104,2.0,24,0.9582471712062692,0.9705056227649824,0.8135248374557795,0.2593942446762929,0.33221313703570665,80,1.05,0.525,0.231,RAM_CatFR1
211,[ 68.3  -25.84  17.29],0.7245477497411482,0,48,250.0,945000,104,2.0,24,0.7311170376492476,0.8345003185317343,0.17964743868106092,0.1970585938612703,0.2474916196698798,80,1.05,0.525,0.231,RAM_CatFR1
212,[-10.27  33.48  42.27],0.1901280730633672,0,19,250.0,945000,104,2.0,24,0.8775289953786438,0.9248801575639723,0.2633237402112139,0.2153515308929181,0.34800333349767043,80,1.05,0.525,0.231,RAM_CatFR1
213,[-9.69 39.5  28.25],0.03719837530156359,0,17,250.0,945000,104,2.0,24,0.7397885272826459,0.9764226312484524,0.520802083625305,-0.0545398781671907,0.32349368871671924,80,1.05,0.525,0.231,RAM_CatFR1
214,[-11.52  24.24  64.04],0.35229393900542016,0,23,250.0,945000,104,2.0,24,0.9262083767697048,0.9601821377924876,0.11243663757653673,0.24300325855760074,0.276385179597661,80,1.05,0.525,0.231,RAM_CatFR1
215,[ 23.83 -78.46  12.97],0.10084009561870906,0,66,250.0,945000,104,2.0,24,0.6051163224524212,0.5687864781467401,-0.09164448134694968,0.0893365457587489,0.2511505703883405,80,1.05,0.525,0.231,RAM_CatFR1
216,[-13.09  15.16  82.54],0.2643126604126284,0,15,250.0,945000,104,2.0,24,0.2946638706412755,0.4833235638428029,-0.3848458089343504,-0.13931852961693608,-0.04274058801978173,80,1.05,0.525,0.231,RAM_CatFR1
217,[-21.39  18.21  -1.69],0.14815174258596486,0,24,250.0,945000,104,2.0,24,0.5747744116680242,0.7049041688518807,-0.003763230416043925,-0.05767359718575154,0.04412955101626314,80,1.05,0.525,0.231,RAM_CatFR1
218,[-39.13 -63.22   6.45],0.8971207722142381,0,25,250.0,945000,104,2.0,24,0.947242121251922,0.9613463195698508,0.213932961114204,0.023078191080122133,0.07899995080049227,80,1.05,0.525,0.231,RAM_CatFR1
219,[ 25.29 -47.52  23.97],0.5656974797184109,0,51,250.0,945000,104,2.0,24,0.9039652789804504,0.8961422111403586,-0.04620280149467723,0.030331886661731877,0.16984365036315394,80,1.05,0.525,0.231,RAM_CatFR1
220,[23.41  2.41 -6.51],0.17462792696390975,0,67,250.0,945000,104,2.0,24,0.595582700825333,0.7199865416195294,0.11892379763889585,0.2518306186719592,0.27077384079495265,80,1.05,0.525,0.231,RAM_CatFR1
221,[-40.27 -71.23   6.96],0.8663877587616345,0,26,250.0,945000,104,2.0,24,0.8913696139721928,0.914043985409938,0.39533879105073416,0.16789766998138966,0.4683426104749353,80,1.05,0.525,0.231,RAM_CatFR1
222,[36.03  7.3  24.46],0.22328752597133306,1,67,250.0,773040,120,1.0,9,0.5153941738062774,0.6373086208107311,-0.28308492631769383,-0.020773650250014274,0.14441054830422134,111,0.859,0.859,0.075,RAM_CatFR1
